model,prompt,vignette,predictor,Estimate,SE,z,p_value,p_adj
llama,ignore,2,race_ambiguity_z,0.3256670745787107,0.2161520790519284,1.5066571462422638,0.1318985613047491,0.49535306593408146
llama,ignore,2,age_rated_z,-0.0177590374237397,0.0731428261221911,-0.2427994427515252,0.8081607672763413,0.8081607672763413
llama,ignore,2,luminance_z,-0.2237200135904453,0.1823079147411987,-1.2271546954394954,0.21976445361485,0.5103975750366556
llama,ignore,2,raceB,0.2734777568647322,0.5426561168928077,0.503961437734522,0.6142884756514387,0.6966446101645889
llama,ignore,2,raceI,0.4333124014748873,0.4223287703144091,1.0260073003132162,0.3048881429898201,0.5103975750366556
llama,ignore,2,raceL,0.3913647318789185,0.3506747680204821,1.1160333379219909,0.2644078646324949,0.5103975750366556
llama,ignore,2,raceW,1.012631594130595,0.5425861384069119,1.8663056839302683,0.0619986100274606,0.49535306593408146
llama,ignore,2,genderM,-0.0746128848044221,0.1588624020883943,-0.4696698767207736,0.6385908926508732,0.6966446101645889
llama,baseline,2,threatening_z,0.1538851135866218,0.1179787803429521,1.3043456894476595,0.1921157437519692,0.3779381549336971
llama,baseline,2,trustworthy_z,0.0161973584512366,0.1220930768911197,0.1326640204643305,0.8944590987994718,0.946702713504185
llama,baseline,2,attractive_z,-0.0889051699303482,0.1013988841558581,-0.8767864722622981,0.3806026281354793,0.5709039422032189
llama,baseline,2,prototypic_z,-0.0055079503123046,0.0823951447618722,-0.0668479960587846,0.946702713504185,0.946702713504185
llama,baseline,2,race_ambiguity_z,0.3969439385080542,0.2142791315605249,1.852461952861397,0.0639595161567484,0.2917244405980971
llama,baseline,2,age_rated_z,-0.1086118309882449,0.071368142303258,-1.521853133387313,0.1280458845692842,0.3073101229662821
llama,baseline,2,luminance_z,-0.2973555461428728,0.1793052008184953,-1.6583765824164571,0.0972414801993657,0.2917244405980971
llama,baseline,2,raceB,-0.0505864600329795,0.5381493264796916,-0.0940007866662053,0.92510853183552,0.946702713504185
llama,baseline,2,raceI,-0.5033999739946288,0.4108396678818613,-1.2252954457634884,0.2204639237113233,0.3779381549336971
llama,baseline,2,raceL,0.6783239350908832,0.3465100236375809,1.9575882047220388,0.0502783525364592,0.2917244405980971
llama,baseline,2,raceW,0.9335000751749928,0.5361562859470967,1.7410969518449373,0.081666585578853,0.2917244405980971
llama,baseline,2,genderM,-0.0590810038182368,0.1563887347153679,-0.3777829900968634,0.705591810872495,0.9407890811633266
qwen,acknowledge,3,threatening_z,0.0466510168173796,0.1163932172023644,0.4008052869289708,0.6885634860999179,0.96428544229283
qwen,acknowledge,3,trustworthy_z,0.1174917376295581,0.1218488478241973,0.9642416791587096,0.3349247727513664,0.96428544229283
qwen,acknowledge,3,attractive_z,0.1093715576584331,0.1013289968275045,1.0793707732508169,0.2804224744617631,0.96428544229283
qwen,acknowledge,3,prototypic_z,0.0142043956305283,0.0816345804938288,0.173999738157558,0.8618656680118152,0.9921331670205896
qwen,acknowledge,3,race_ambiguity_z,-0.0751391233636986,0.2121576038697476,-0.354166534657083,0.7232140817196225,0.96428544229283
qwen,acknowledge,3,age_rated_z,-0.0529665618246703,0.0715420665322139,-0.7403554914201512,0.4590843181289699,0.96428544229283
qwen,acknowledge,3,luminance_z,0.2101105426669381,0.1786166653631627,1.1763210461898512,0.2394666086937733,0.96428544229283
qwen,acknowledge,3,raceB,0.2820985967094139,0.53558380099331,0.5267123392944769,0.5983933654495476,0.96428544229283
qwen,acknowledge,3,raceI,-0.2202426931202898,0.406326347378371,-0.5420339944512628,0.5877950876539607,0.96428544229283
qwen,acknowledge,3,raceL,0.0033867958695348,0.343496342045907,0.0098597727398278,0.9921331670205896,0.9921331670205896
qwen,acknowledge,3,raceW,-0.0527779948567823,0.5285000752250367,-0.0998637414276796,0.9204525025574049,0.9921331670205896
qwen,acknowledge,3,genderM,-0.0784999460802981,0.1561435772839633,-0.5027420752474357,0.6151456236138636,0.96428544229283
qwen,ignore,3,threatening_z,0.0323994710627908,0.1165008824543735,0.2781049411834262,0.7809318027932283,0.7809318027932283
qwen,ignore,3,trustworthy_z,0.0985171546986049,0.1213348371483004,0.8119445083870946,0.4168234736490961,0.5451788672536922
